Ordinal,Make,Model,Year,Nickname,Division,Country,PI,S,B,H,A,Pwr kW, Pwr PS,Pwr hp,Mass kg,Mass lb,Trq N.m,Trq ft-lb,Drvtr.,Eng.pos.,Dsp.,Cfg.,Cyl.,Ind.,Type,Doors,Topless,Steer.pos.
3616,Mercedes-AMG,GT Black Series,2020,M-AMG GT '20,Modern Sport GT,GER,801,6.1,5.3,4.9,6.8,537,730,720,1640,3616,800,590,RWD,F,4,V,8,TT,Factory,2,False,L,Door23
3250,Mercedes-AMG,E 63 S,2018,M-AMG E 63 '18,Sport Luxury,GER,676,6.7,2.8,2.5,5.6,450,612,603,2048,4515,849,626,AWD,F,4,V,8,TT,Factory,4,False,L,Door45
3064,Mercedes-AMG,GT 4-Door Coupé,2018,AMG GT Coupe '18,Sport Luxury,GER,684,7.4,2.8,2.6,5.4,470,639,630,2045,4508,899,663,AWD,F,4,V,8,TT,Factory,4,False,L,Door45
3197,Mercedes-AMG,GT3,2018,M-AMG GT3,Forza GT,GER,817,5,6.4,6.7,6.1,404,549,542,1375,3031,599,442,RWD,F,6.2,V,8,NA,Race,2,False,L,Door23
2654,Mercedes-AMG,GT R,2017,AMG GT R '17,Modern Sport GT,GER,728,6.5,4.5,4.3,5.7,430,585,577,1555,3428,700,516,RWD,F,4,V,8,TT,Factory,2,False,L,Door23
2471,Mercedes-AMG,C 63 S Coupé,2016,AMG C 63 '16,Modern Sport Touring,GER,601,5.5,3.3,2.9,4.4,375,510,503,1800,3968,700,516,RWD,F,4,V,8,TT,Factory,2,False,L,Door23
3803,Mercedes-AMG,C 63 S Coupé Forza Edition,2016,M-AMG C 63 FE,Modern Sport Touring,GER,700,5.2,4.5,4.2,5,430,585,577,1770,3902,803,592,RWD,F,4,V,8,TT,Upgraded,2,False,L,Door23
2875,Mercedes-Benz,#33 Mac Tools Ciceley Motorsports A-Class (A45),2017,MB #33 A45,Forza Touring Cars,GER,698,3.2,5.1,5.2,4.3,261,355,350,1260,2778,427,315,FWD,F,2,I,4,T,Race,4,False,R,Door45
1658,Mercedes-Benz,A 45 AMG,2013,MB A 45 '13,Modern Hot Hatch,GER,529,3.9,2.4,2.2,3.5,265,360,355,1480,3263,442,326,AWD,F,2,I,4,T,Factory,4,False,L,Door45
1500,Mercedes-Benz,C 63 AMG Coupé Black Series,2012,MB C 63 '12,Modern Sport Touring,GER,619,5.8,3,2.9,4.5,380,517,510,1748,3854,620,457,RWD,F,6.2,V,8,NA,Factory,2,False,L,Door23
1525,Mercedes-Benz,SLK 55 AMG,2012,MB SLK 55 '12,Modern Sport Coupe,GER,551,6.1,2.3,2.3,4,309,420,414,1600,3527,540,398,RWD,F,5.5,V,8,NA,Factory,2,False,L,Door23
1202,Mercedes-Benz,SLS AMG,2011,MB SLS AMG '11,Modern Sport GT,GER,688,6.8,3.6,3.4,5.2,426,579,571,1620,3571,650,479,RWD,F,6.2,V,8,NA,Factory,2,False,L,Door23
1090,Mercedes-Benz,SL 65 AMG Black Series,2009,MB SL 65 '09,Modern Sport GT,GER,684,7.1,3.2,3.2,5.1,493,670,661,1912,4215,1001,738,RWD,F,6,V,12,TT,Factory,2,False,L,Door23
286,Mercedes-Benz,C 32 AMG,2004,MB C 32 '04,Sport Touring Classics,GER,470,5.1,2.2,2.2,3.4,260,354,349,1635,3605,450,332,RWD,F,3.2,V,6,PDS,Factory,4,False,L,Door45
568,Mercedes-Benz,AMG CLK GTR,1998,MB CLK GTR '98,Early Factory Racecars,GER,759,6.2,4.9,5,5.7,464,631,622,1507,3322,731,539,RWD,MR,6.9,V,12,NA,Factory,2,False,L,Door23
1296,Mercedes-Benz,190E 2.5-16 Evolution II,1990,MB 190E '90,Sport Touring Classics,GER,400,3,2.7,2.8,2.4,175,238,235,1350,2976,246,181,RWD,F,3,I,4,NA,Factory,4,False,L,Door45
1560,Mercedes-Benz,#63 Sauber-Mercedes C 9,1989,MB #63 C9,GTP/C,GER,959,8.4,9.7,10,8.3,559,760,750,979,2158,810,597,RWD,MR,5,V,8,TT,Race,2,False,R,Door23
1559,Mercedes-Benz,300 SLR,1955,MB 300 SLR,Vintage Le Mans Sportscars,GER,533,4.7,2.5,3.1,3.3,231,314,310,1098,2421,317,234,RWD,F,3,I,8,NA,Race,0,True,L,Open
251,Mercedes-Benz,300 SL Coupé,1954,MB 300 SL '54,Sport Coupe Icons,GER,291,2,1.1,1.3,1.9,180,245,241,1343,2961,294,217,RWD,F,3,I,6,NA,Factory,2,False,L,Door23
2069,Mercedes-Benz,W154,1939,MB W154,The Birth of Grand Prix,GER,583,5.8,2.1,2.7,3.2,360,489,483,1312,2892,490,361,RWD,F,3,V,12,PDS,Race,0,True,C,Open
2333,Mercury,#15 Whistler Radar Cougar XR-7,1990,Mercury #15 XR-7,GTX Sportscars,USA,812,5.9,5.6,5.9,5.8,503,684,675,1201,2648,760,561,RWD,F,5.5,V,8,NA,Race,2,False,L,Door23
1280,Mercury,Cougar Eliminator,1970,Mercury Cougar,Vintage Muscle,USA,369,1,1.1,1.3,3.1,250,340,335,1558,3435,597,440,RWD,F,7,V,8,NA,Factory,2,False,L,Door23
3028,Merkur,#11 MAC Tools XR4Ti,1986,Merkur #11 XR4Ti,GTX Sportscars,USA,807,5.7,5.9,6.2,5.6,447,608,599,1169,2577,760,561,RWD,F,6,V,8,NA,Race,2,False,L,Door23
3689,MG,MG6 XPower,2021,MG MG6 '21,Modern Sport Touring,GBR,518,4.2,2.8,2.9,3.1,224,305,300,1540,3395,480,354,FWD,F,1.5,I,4,T,Factory,4,False,L,Door45
3537,MG,#20 MG6 XPower,2020,MG #20 MG6,Forza Touring Cars,GBR,716,3.1,5.4,5.5,4.7,254,345,341,1260,2778,410,302,FWD,F,2,I,4,T,Race,4,False,L,Door45
1589,MG,MGB GT,1966,MG MGB '66,Vintage Sport Compact,GBR,226,1,1,1.1,1.1,71,97,95,1070,2359,149,110,RWD,F,1.8,I,4,NA,Factory,2,False,L,Door23
1487,MG,MGA Twin-Cam,1958,MG MGA '58,Sport Coupe Icons,GBR,224,1,1,1.1,1,81,110,109,994,2191,141,104,RWD,F,1.6,I,4,NA,Factory,2,True,L,Door23
3534,Mini,John Cooper Works GP,2021,MINI JCW GP '21,Modern Hot Hatch,GBR,570,3.5,2.8,2.6,3.9,225,306,302,1295,2855,450,332,FWD,F,2,I,4,T,Factory,2,False,L,Door23
2003,Mini,John Cooper Works GP,2012,MINI JCW GP '12,Modern Hot Hatch,GBR,428,2.5,2.6,2.5,2.6,160,218,215,1160,2557,280,207,FWD,F,1.6,I,4,T,Factory,2,False,L,Door23
1662,Mini,Cooper S,1965,MINI Cooper '65,Vintage Sport Compact,GBR,219,1,1.3,1.1,1.2,56,76,75,671,1479,108,80,FWD,F,1.3,I,4,NA,Factory,2,False,R,Door23
1009,Mitsubishi,Lancer Evolution X GSR,2008,Mit. Evo X '08,Modern Sport Compact,JPN,496,3,2.8,2.8,3.2,227,309,304,1540,3395,427,315,AWD,F,2,I,4,T,Factory,4,False,R,Door45
374,Mitsubishi,Lancer Evolution IX MR,2006,Mit. Evo IX '06,Modern Sport Compact,JPN,490,3.7,2.7,2.7,2.9,213,290,286,1490,3285,392,289,AWD,F,2,I,4,T,Factory,4,False,L,Door45
378,Mitsubishi,Lancer Evolution VIII MR,2004,Mit. Evo VIII 04,Early Sport Compact,JPN,496,3.2,2.8,2.8,3,206,280,276,1400,3086,400,295,AWD,F,2,I,4,T,Factory,4,False,R,Door45
375,Mitsubishi,Lancer Evolution VI GSR,1999,Mit. Evo VI '99,Early Sport Compact,JPN,496,2.7,2.6,2.7,3.1,209,284,280,1280,2822,407,300,AWD,F,2,I,4,T,Factory,4,False,R,Door45
349,Mitsubishi,FTO GP Version R,1998,Mit. FTO '98,Early Sport Compact,JPN,355,2.9,1.6,2,2,147,200,197,1150,2535,199,147,FWD,F,2,V,6,NA,Factory,2,False,R,Door23
357,Mitsubishi,GTO,1997,Mit. GTO '97,Early Sport Compact,JPN,451,4.2,2.2,2.4,2.6,239,325,321,1695,3737,427,315,AWD,F,3,V,6,TT,Factory,2,False,R,Door23
327,Mitsubishi,Eclipse GSX,1995,Mit. Eclipse '95,Early Sport Compact,JPN,352,3.4,1.6,2,2,157,213,211,1451,3199,290,214,AWD,F,2,I,4,T,Factory,2,False,L,Door23
3886,Mitsubishi,Lancer Evolution III GSR,1995,Mit. Evo III '95,Early Sport Compact,JPN,449,3.1,1.8,2,3,199,271,267,1260,2778,309,228,AWD,F,2,I,4,T,Factory,4,False,R,Door45
1381,Mitsubishi,Galant VR-4,1992,Mit. Galant '92,Early Sport Compact,JPN,341,2.2,1.4,1.5,2.2,177,241,237,1483,3269,304,224,AWD,F,2,I,4,T,Factory,2,False,R,Door23
3366,NIO,EP9,2016,NIO EP9 '16,Modern Hypercars,CHN,961,5.5,9.4,8.9,5.2,1000,1360,1341,1750,3858,1479,1091,AWD,MR,0,E,0,EV,Factory,2,False,L,Door23
3620,Nissan,Z,2023,Nissan Z '23,Modern Sport Coupe,JPN,546,5.8,2.6,2.9,3.5,298,405,400,1604,3536,475,350,RWD,F,3,V,6,TT,Factory,2,False,L,Door23
3622,Nissan,GT-R NISMO (R35),2020,Nissan GT-R N 20,Modern Sport GT,JPN,722,6.6,3.5,3.3,5.6,447,608,599,1754,3867,652,481,AWD,F,3.8,V,6,TT,Factory,2,False,L,Door23
3307,Nissan,370Z Nismo,2019,Nissan 370Z N 19,Modern Sport Coupe,JPN,525,4.7,2.8,3,3.1,261,355,350,1537,3389,374,276,RWD,F,3.7,V,6,NA,Factory,2,False,L,Door23
2874,Nissan,Sentra NISMO,2018,Nissan Sentra 18,Modern Sport Compact,JPN,336,1.1,1.9,2,2.2,140,190,188,1378,3038,240,177,FWD,F,1.6,I,4,T,Factory,4,False,L,Door45
2797,Nissan,Altima Racecar,2017,Nissan Altima R,Forza GT,JPN,783,4.9,5.6,5.6,5.7,498,677,668,1410,3109,658,485,RWD,F,5,V,8,NA,Race,4,False,R,Door45
2618,Nissan,GT-R (R35),2017,Nissan GT-R '17,Modern Sport GT,JPN,702,6.5,3.3,3.2,5.5,421,572,565,1784,3933,633,467,AWD,F,3.8,V,6,TT,Factory,2,False,L,Door23
2368,Nissan,#23 GT-R LM NISMO,2015,Nissan #23 GTRLM,Forza P1,JPN,978,6.6,10,10,7.6,573,779,768,970,2138,1206,889,FWD,F,3,V,6,TT,Race,2,False,C,Door23
344,Nissan,Fairlady Z,2003,Nissan Z '03,Early Sport Compact,JPN,424,4.1,2.2,2.3,2.5,214,291,287,1501,3309,370,273,RWD,F,3.5,V,6,NA,Factory,2,False,R,Door23
445,Nissan,Skyline GT-R V-Spec II,2002,Nissan GT-R '02,Sport GT Icons,JPN,535,4.5,2.7,2.9,3.1,206,280,276,1550,3417,392,289,AWD,F,2.6,I,6,TT,Factory,2,False,R,Door23
441,Nissan,Silvia Spec-R,2000,Nissan Silvia 0,Early Sport Compact,JPN,399,3.3,1.9,2.2,2.6,186,253,249,1240,2734,275,203,RWD,F,2,I,4,T,Factory,2,False,R,Door23
3497,Nissan,#23 NISMO Clarion R391,1999,Nissan #23 R391,Early LMP,JPN,955,6.5,9.8,10,7.5,447,608,599,967,2132,618,456,RWD,MR,5,V,8,NA,Race,0,True,R,Open
3363,Nissan,#23 Pennzoil NISMO Skyline GT-R,1998,Nis. #23 GT-R,GTX Sportscars,JPN,811,4,7,7.2,5.7,368,500,493,1200,2646,706,521,RWD,F,2.7,I,6,TT,Race,2,False,R,Door23
567,Nissan,R390 (GT1),1998,Nissan R390 '98,Exotic GT Classics,JPN,796,7.2,4.5,4.8,7.2,410,557,550,1027,2264,639,471,RWD,MR,3.5,V,8,TT,Factory,2,False,R,Door23
2659,Nissan,Silvia K's Aero,1998,Nissan Silvia 98,Early Sport Compact,JPN,380,3.1,1.8,2.1,2.7,162,220,217,1265,2789,274,202,RWD,F,2,I,4,T,Factory,2,False,R,Door23
1043,Nissan,Skyline GT-R V-Spec,1997,Nissan GT-R '97,Sport GT Icons,JPN,485,4.1,2.4,2.5,3,207,281,278,1539,3393,367,271,AWD,F,2.6,I,6,TT,Factory,2,False,R,Door23
345,Nissan,Fairlady Z Version S Twin Turbo,1994,Nissan Z '94,Sport GT Icons,JPN,398,3.7,1.8,2.2,2.8,206,280,276,1520,3351,384,283,RWD,F,3,V,6,TT,Factory,2,False,R,Door23
440,Nissan,Silvia K's,1994,Nissan Silvia 94,Early Sport Compact,JPN,381,3.2,1.8,2.1,2.7,162,220,217,1265,2789,274,202,RWD,F,2,I,4,T,Factory,2,False,R,Door23
1282,Nissan,240SX SE,1993,Nissan 240SX '93,Early Sport Compact,JPN,284,1.8,1.6,1.9,1.5,116,158,156,1322,2915,217,160,RWD,F,2.4,I,4,NA,Factory,2,False,L,Door23
444,Nissan,Skyline GT-R V-Spec,1993,Nissan GT-R '93,Sport GT Icons,JPN,505,3.6,2.6,2.5,3.2,206,280,276,1500,3307,354,261,AWD,F,2.6,I,6,TT,Factory,2,False,R,Door23
439,Nissan,Silvia CLUB K's,1992,Nissan Silvia 92,Early Sport Compact,JPN,339,2.6,1.6,2,2.2,151,205,202,1150,2535,274,202,RWD,F,2,I,4,T,Factory,2,False,R,Door23
2483,Nissan,#23 Nissan R91CP,1991,Nissan #23 R91CP,GTP/C,JPN,976,6.8,9.9,10,7.2,597,812,801,1005,2216,784,578,RWD,MR,3.5,V,8,TT,Race,2,False,R,Door23
3257,Nissan,Pulsar GTI-R,1990,Nissan Pulsar 90,Early Sport Compact,JPN,387,2,1.6,1.8,2.5,169,230,227,1240,2734,283,209,AWD,F,2,I,4,T,Factory,2,False,R,Door23
3338,Nissan,#24 Nissan Motorsports International R88C,1988,Nissan #24 R88C,GTP/C,JPN,955,7.5,9.5,10,7.8,551,749,739,940,2072,736,543,RWD,MR,3,V,8,TT,Race,2,False,R,Door23
2840,Nissan,#33 Bob Sharp Racing 300ZX,1988,Nis. #33 300ZX,GTX Sportscars,JPN,815,5.6,5.9,6.1,5.7,507,689,680,1245,2745,690,509,RWD,F,3,V,6,T,Race,2,False,L,Door23
2512,Nissan,Skyline GTS-R (HR31),1987,Nissan GT-R '87,Sport Touring Classics,JPN,333,3.1,1.7,1.9,2.1,154,209,207,1345,2965,245,181,RWD,F,2,I,6,T,Factory,2,False,R,Door23
3018,Nissan,#83 GTP ZX-Turbo,1985,Nissan #83 GTP,GTP/C,JPN,944,6.4,9.6,10,7.5,478,650,641,951,2097,686,506,RWD,MR,3,V,6,TT,Race,2,False,R,Door23
2801,Nissan,#11 Tomica Skyline Turbo Super Silhouette,1984,#11 Skyline '84,GTX Sportscars,JPN,803,4.4,6.3,6.5,5.8,419,570,562,1005,2216,539,398,RWD,F,2.1,I,4,T,Race,2,False,R,Door23
2482,Nissan,#20 Bluebird Super Silhouette,1984,#20 Bluebird,GTX Sportscars,JPN,808,4.9,6.1,6.3,6.1,419,570,562,1000,2205,539,398,RWD,F,2.1,I,4,T,Race,2,False,R,Door23
3362,Nissan,#23 Nissan Motorsports Silvia Super Silhouette,1983,Nis. #23 Silvia,GTX Sportscars,JPN,800,5.2,5.8,6.1,5.9,419,570,562,1050,2315,539,398,RWD,F,2.1,I,4,T,Race,2,False,R,Door23
2270,Nissan,Skyline H/T 2000GT-R,1973,Nissan GT-R '73,Vintage Sport Compact,JPN,275,1,1,1.1,1.9,118,160,158,1145,2524,176,130,RWD,F,2,I,6,NA,Factory,2,False,R,Door23
1042,Nissan,Skyline 2000GT-R,1971,Nissan GT-R '71,Vintage Sport Compact,JPN,279,1.2,1,1.1,2,119,162,160,1100,2425,180,133,RWD,F,2,I,6,NA,Factory,2,False,R,Door23
2269,Nissan,#21 Nissan Racing R382,1969,Nissan #21 R382,Prototype Group Racing,JPN,816,6,5.9,6.3,7.1,441,600,591,966,2130,608,448,RWD,MR,6,V,12,NA,Race,2,True,R,Door23
343,Nissan,Fairlady Z 432,1969,Nissan Z 432 '69,Vintage Sport Compact,JPN,277,1,1.4,1.5,1.8,119,162,160,1047,2308,180,133,RWD,F,2,I,6,NA,Factory,2,False,R,Door23
2823,Nissan,R380 II,1967,Nissan R380 II,Vintage Le Mans Sportscars,JPN,578,4.2,2.3,3,4,162,220,217,640,1411,210,155,RWD,MR,2,I,6,NA,Factory,2,False,R,Door23
3310,Oldsmobile,#75 Cutlass Supreme Trans Am,1990,Olds #75 Cutlass,GTX Sportscars,USA,814,6.2,5.6,5.9,5.9,485,659,650,1280,2822,706,521,RWD,F,5.9,V,8,NA,Race,2,False,L,Door23
1336,Oldsmobile,Hurst/Olds 442,1969,Olds 442 '69,Street Drag Racers,USA,353,1.5,1.1,1.2,2.7,286,389,384,1749,3856,678,500,RWD,F,7.4,V,8,NA,Factory,2,False,L,Door23
2160,Opel,Kadett C GT/E,1979,Opel Kadett '79,Vintage Sport Compact,GER,251,1,1,1.2,1.5,85,116,114,920,2028,161,119,RWD,F,2,I,4,NA,Factory,2,False,L,Door23
2967,Oreca,#38 Jackie Chan DC Racing Oreca 07,2017,Oreca #38 07,Forza P2,FRA,938,6.5,9.3,9.4,7.6,450,612,603,956,2108,555,409,RWD,MR,4.2,V,8,NA,Race,2,False,L,Door23
3543,Pagani,Huayra R,2022,Pagani Huayra 22,Modern Hypercars,ITA,925,8.7,7,7.2,8,625,850,838,1110,2447,750,553,RWD,MR,6,V,12,NA,Race,2,False,L,Door23
2647,Pagani,Huayra BC,2016,Pagani Huayra 16,Modern Hypercars,ITA,871,8.1,5.8,5.9,7.7,552,751,740,1218,2685,999,737,RWD,MR,6,V,12,TT,Factory,2,False,L,Door23
1369,Pagani,Zonda Cinque Roadster,2009,Pagani Zonda C,Modern Hypercars,ITA,821,6.2,5.3,5.4,6.7,498,677,668,1280,2822,780,575,RWD,MR,7.3,V,12,NA,Factory,2,False,L,Door23
3243,Peugeot,#7 DG Sport Compétition 308,2018,Peugeot #7 308,Forza Touring Cars,FRA,716,2.8,5.4,5.5,4.7,256,348,343,1265,2789,420,310,FWD,F,1.6,I,4,T,Race,4,False,L,Door45
1348,Peugeot,308 GTI,2011,Peugeot 308 '11,Modern Hot Hatch,FRA,302,2.2,1.5,1.6,1.9,147,200,197,1412,3113,275,203,FWD,F,1.6,I,4,T,Factory,4,False,L,Door45
550,Peugeot,#3 Peugeot Talbot Sport 905 EVO 1C,1993,Peugeot #3 905C,GTP/C,FRA,973,6.8,10,10,8.8,478,650,641,825,1819,487,359,RWD,MR,3.5,V,10,NA,Race,2,False,R,Door23
1591,Peugeot,205 Turbo 16,1984,Peugeot 205 '84,Hot Hatch Icons,FRA,398,1.6,2.1,1.9,2.7,149,203,200,1145,2524,254,187,AWD,MR,1.8,I,4,T,Factory,2,False,L,Door23
1277,Plymouth,Cuda 426 HEMI,1971,Plymouth Cuda 71,Vintage Muscle,USA,377,2.9,1.1,1.2,3.1,317,431,425,1760,3880,664,490,RWD,F,7,V,8,NA,Factory,2,False,L,Door23
1331,Plymouth,GTX 426 HEMI,1971,Plymouth GTX '71,Street Drag Racers,USA,373,3.5,1,1.2,3.1,317,431,425,1665,3671,665,490,RWD,F,7,V,8,NA,Factory,2,False,L,Door23
1065,Pontiac,Firebird Trans Am Ram Air,2002,Pontiac T/A '02,Sport Touring Classics,USA,444,3.8,2.1,2.5,2.6,242,329,325,1585,3494,475,350,RWD,F,5.7,V,8,NA,Factory,2,False,L,Door23
1045,Pontiac,Firebird Trans Am GTA,1987,Pontiac T/A '87,Sport Touring Classics,USA,319,2.6,1.7,2,2,157,213,211,1601,3530,427,315,RWD,F,5.7,V,8,NA,Factory,2,False,L,Door23
1005,Pontiac,Firebird Trans Am SD-455,1973,Pontiac T/A '73,Vintage Muscle,USA,358,2.7,1.1,1.3,2.8,278,378,373,1676,3695,651,480,RWD,F,7.5,V,8,NA,Factory,2,False,L,Door23
1337,Pontiac,Firebird Trans Am,1969,Pontiac T/A '69,Vintage Muscle,USA,345,1.9,1.1,1.2,2.7,257,349,345,1552,3422,584,431,RWD,F,6.6,V,8,NA,Factory,2,False,L,Door23
1309,Pontiac,GTO Judge,1969,Pontiac GTO '69,Street Drag Racers,USA,349,1.5,1.1,1.2,2.7,272,370,365,1654,3646,604,445,RWD,F,6.5,V,8,NA,Factory,2,False,L,Door23
3876,Porsche,#5 Porsche Penske Motorsport 963,2024,#5 Porsche 963,Forza Proto-H,GER,957,7,9.7,9.8,8.2,500,680,671,1120,2469,660,487,RWD,MR,4.6,V,8,TT,Race,2,False,L,Door23
3760,Porsche,718 Cayman GT4 RS,2022,P. 718 GT4 '22,Modern Sport Coupe,GER,730,6.3,4.3,4.3,5.5,368,500,493,1415,3120,450,332,RWD,MR,4,F,6,NA,Factory,2,False,R,Door23
3667,Porsche,911 GT3,2021,P. 911 GT3 '21,Modern Sport GT,GER,737,6.1,4.7,4.5,5.4,375,510,503,1435,3164,469,346,RWD,R,4,F,6,NA,Factory,2,False,L,Door23
3698,Porsche,Mission R,2021,Porsche MissionR,Mission R Spec,GER,879,4.2,6,5.9,6.1,500,680,671,1500,3307,1005,741,AWD,MR,0,E,0,EV,Race,2,False,L,Door23
3445,Porsche,Taycan Turbo S,2020,P. Taycan '20,Sport Luxury,GER,749,3.7,3.1,2.9,7.7,561,763,752,2323,5121,1049,774,AWD,R,0,E,0,EV,Factory,4,False,L,Door45
3214,Porsche,#70 Porsche Motorsport 935,2019,Porsche #70 935,Forza GT,GER,819,6.5,5.7,5.8,7.1,515,700,691,1380,3042,746,550,RWD,R,3.8,F,6,TT,Race,2,False,L,Door23
3123,Porsche,911 Carrera S,2019,P. 911 CS '19,Modern Sport GT,GER,685,6.3,3.6,3.6,5.2,331,450,444,1480,3263,530,391,RWD,R,3,F,6,TT,Factory,2,False,L,Door23
3072,Porsche,911 GT3 RS,2019,P. 911 GT3 RS 19,Modern Sport GT,GER,756,5.7,5.2,4.9,5.8,383,521,514,1430,3153,469,346,RWD,R,4,F,6,NA,Factory,2,False,L,Door23
3215,Porsche,911 Speedster,2019,P. 911 S '19,Modern Sport GT,GER,689,6.5,3.8,3.6,4.9,375,510,503,1465,3230,470,347,RWD,R,4,F,6,NA,Factory,2,False,L,Door23
3218,Porsche,#73 Park Place Motorsports 911 GT3 R,2018,Porsche #73 GT3,Forza GT,GER,801,4.9,6.2,6.4,5.7,368,500,493,1310,2888,458,338,RWD,R,4,F,6,NA,Race,2,False,L,Door23
