Ordinal,Make,Model,Year,Nickname,Division,Country,PI,S,B,H,A,Pwr kW, Pwr PS,Pwr hp,Mass kg,Mass lb,Trq N.m,Trq ft-lb,Drvtr.,Eng.pos.,Dsp.,Cfg.,Cyl.,Ind.,Type,Doors,Topless,Steer.pos.
3117,Porsche,718 Cayman GTS,2018,P. 718 GTS '18,Modern Sport Coupe,GER,608,5.1,3,2.9,4.5,269,366,361,1405,3097,430,317,RWD,MR,2.5,F,4,T,Factory,2,False,L,Door23
2755,Porsche,911 GT2 RS,2018,P. 911 GT2 RS 18,Modern Sport GT,GER,803,7.1,5.1,4.8,7.4,515,700,691,1450,3197,750,553,RWD,R,3.8,F,6,TT,Factory,2,False,L,Door23
3807,Porsche,911 GT2 RS Forza Edition,2018,Porsche 911 FE,Modern Sport GT,GER,900,9.1,5.9,5.6,8.3,780,1061,1046,1465,3230,1079,796,RWD,R,3.8,F,6,TT,Upgraded,2,False,L,Door23
2774,Porsche,#2 Porsche Team 919 Hybrid,2017,Porsche #2 919,Forza P1,GER,999,6.7,10,10,10,671,912,900,922,2033,1493,1101,AWD,MR,2,V,4,T,Race,2,False,L,Door23
2775,Porsche,#92 Porsche GT Team 911 RSR,2017,Porsche #92 RSR,Forza GT,GER,811,4.7,6.6,6.7,5.9,375,510,503,1319,2908,462,341,RWD,MR,4,F,6,NA,Race,2,False,L,Door23
2741,Porsche,Panamera Turbo,2017,P. Panamera '17,Sport Luxury,GER,643,6.8,3,2.6,4.9,410,557,550,1995,4398,769,567,AWD,F,4,V,8,TT,Factory,4,False,L,Door45
2528,Porsche,911 GT3 RS,2016,911 GT3 RS '16,Modern Sport GT,GER,748,5.8,5,4.7,5.7,368,500,493,1420,3131,460,339,RWD,R,4,F,6,NA,Factory,2,False,L,Door23
2538,Porsche,#91 Porsche Team Manthey 991 RSR,2015,Porsche #91 RSR,Forza GT,GER,806,4.5,6.3,6.4,6.2,365,496,489,1306,2879,447,330,RWD,R,4,F,6,NA,Race,2,False,L,Door23
2293,Porsche,Cayman GTS,2015,Porsche Cayman,Modern Sport Coupe,GER,585,4.7,3.1,3,4.1,254,345,341,1345,2965,380,280,RWD,MR,3.4,F,6,NA,Factory,2,False,L,Door23
2289,Porsche,911 Turbo S,2014,911 Turbo '14,Modern Sport GT,GER,717,7,3.6,3.3,5.5,418,568,561,1636,3607,750,553,AWD,R,3.8,F,6,TT,Factory,2,False,L,Door23
2290,Porsche,918 Spyder,2014,P. 918 Spyder 14,Modern Exotic GT,GER,852,7,5.3,5,8.5,666,906,893,1675,3693,1281,945,AWD,MR,4.6,V,8,NA,Factory,2,False,L,Door23
1539,Porsche,911 GT2 RS,2012,P. 911 GT2 RS 12,Modern Sport GT,GER,774,6.9,4.7,4.3,6.4,456,620,612,1370,3020,700,516,RWD,R,3.6,F,6,TT,Factory,2,False,L,Door23
263,Porsche,911 GT3,2007,P. 911 GT3 '07,Sport GT Icons,GER,657,6,3.5,3.4,4.4,309,420,414,1395,3075,405,299,RWD,R,3.6,F,6,NA,Factory,2,False,L,Door23
262,Porsche,911 GT3,2004,P. 911 GT3 '04,Sport GT Icons,GER,611,5.7,3.2,3.2,3.9,284,386,381,1433,3159,385,284,RWD,R,3.6,F,6,NA,Factory,2,False,L,Door23
292,Porsche,Carrera GT,2003,P.CarreraGT '03,Exotic GT Classics,GER,750,6.6,4.5,4.2,5.6,451,613,605,1478,3258,590,435,RWD,MR,5.7,V,10,NA,Factory,2,False,L,Door23
641,Porsche,911 GT1 Strassenversion,1997,P. 911 GT1 '97,Early Factory Racecars,GER,773,5.4,5.6,5.4,5.5,400,544,536,1200,2646,599,442,RWD,MR,3.2,F,6,TT,Factory,2,False,L,Door23
261,Porsche,911 GT2,1995,P. 911 GT2 '95,Sport GT Icons,GER,640,4.7,3.4,3.3,4.7,316,430,424,1295,2855,540,398,RWD,R,3.6,F,6,TT,Factory,2,False,L,Door23
2794,Porsche,911 Turbo S Leichtbau,1993,P. 911 Turbo '93,Sport GT Icons,GER,626,4.9,3.1,3.2,4.6,284,386,381,1290,2844,470,347,RWD,R,3.3,F,6,T,Factory,2,False,L,Door23
2535,Porsche,928 GTS,1993,P. 928 GTS '93,Sport Touring Classics,GER,464,4.5,2,2.2,3.3,257,349,345,1630,3594,500,369,RWD,F,5.4,V,8,NA,Factory,2,False,L,Door23
2534,Porsche,968 Turbo S,1993,P. 968 Turbo '93,Sport Touring Classics,GER,534,4.2,2.6,2.8,3.7,227,309,304,1300,2866,500,369,RWD,F,3,I,4,T,Factory,2,False,L,Door23
268,Porsche,944 Turbo,1989,P. 944 Turbo '89,Sport Touring Classics,GER,429,3.3,2.1,2.3,3.1,184,250,247,1413,3115,350,258,RWD,F,2.5,I,4,T,Factory,2,False,L,Door23
540,Porsche,#17 Porsche AG 962C,1987,Porsche #17 962C,GTP/C,GER,971,8.9,9.1,9.6,8.3,537,730,720,890,1962,801,591,RWD,MR,3,F,6,TT,Race,2,False,R,Door23
269,Porsche,959,1987,P. 959 '87,Exotic GT Classics,GER,687,6,3.2,3.1,5.1,336,457,451,1447,3190,500,369,AWD,R,2.8,F,6,TT,Factory,2,False,L,Door23
3023,Porsche,#11 John Fitzpatrick Racing 956,1983,Porsche #11 956,GTP/C,GER,959,9,8.7,9.4,8.2,462,628,620,894,1971,601,443,RWD,MF,2.6,F,6,TT,Race,2,False,L,Door23
265,Porsche,911 Turbo 3.3,1982,P. 911 Turbo '82,Sport GT Icons,GER,448,2.9,2,2,3.5,221,300,296,1300,2866,412,304,RWD,R,3.3,F,6,T,Factory,2,False,L,Door23
2532,Porsche,924 Carrera GTS,1980,P. 924 GTS '80,Sport Touring Classics,GER,427,3.5,1.9,2.1,3.1,183,249,245,1120,2469,335,247,RWD,F,2,I,4,T,Factory,2,False,L,Door23
3506,Porsche,#1 911 RSR,1974,#1 Porsche 911,GTX Sportscars,GER,705,3.5,5.3,5.3,5,246,334,330,982,2165,314,232,RWD,R,3,F,6,NA,Race,2,False,L,Door23
260,Porsche,911 Carrera RS,1973,P. 911 RS '73,Vintage Sport Compact,GER,371,2.3,1.6,1.8,2.9,154,209,207,1111,2449,255,188,RWD,R,2.7,F,6,NA,Factory,2,False,L,Door23
2549,Porsche,#3 917 LH,1970,Porsche 917 LH,Vintage Le Mans Prototypes,GER,857,8.7,5.3,5.8,9.2,448,609,601,927,2044,563,415,RWD,MR,5,F,12,NA,Race,2,False,R,Door23
266,Porsche,914/6,1970,P. 914/6 '70,Vintage Sport Compact,GER,265,1,1.2,1.3,1.6,93,126,125,996,2196,178,131,RWD,MR,2,F,6,NA,Factory,2,False,L,Door23
2537,Porsche,718 RS 60,1960,Porsche 718,Vintage Le Mans Sportscars,GER,536,2.7,2.7,3,3.8,119,162,160,581,1281,163,120,RWD,MR,1.6,F,4,NA,Race,2,True,L,Door23
2299,Porsche,356A Speedster,1957,P. 356A S '57,Sport Coupe Icons,GER,223,1,1.5,1.6,1,45,61,60,760,1676,110,81,RWD,R,1.6,F,4,NA,Factory,2,True,L,Door23
1281,Porsche,550 Spyder,1955,P. 550 S '55,Sport Coupe Icons,GER,271,1.3,1.5,1.9,1.4,81,110,109,685,1510,129,95,RWD,MR,1.5,F,4,NA,Factory,2,True,L,Door23
2486,Radical,RXC Turbo,2015,Radical RXC '15,Track Toys,GBR,891,4.9,7.2,7.3,7.4,339,461,455,940,2072,678,500,RWD,MR,3.5,V,6,TT,Factory,2,False,L,Door23
3196,RAESR,Tachyon Speed,2019,RAESR TS '19,Modern Hypercars,USA,941,8,5.9,5.8,6.1,933,1269,1251,1338,2950,4953,3653,AWD,MR,0,E,0,EV,Factory,1,False,C,Closed
3134,Renault,Megane R.S.,2018,Ren. Megane '18,Modern Hot Hatch,FRA,446,3.1,2.5,2.7,2.8,205,279,275,1430,3153,389,287,FWD,F,1.8,I,4,T,Factory,4,False,L,Door45
3182,Renault,Clio R.S. 16 Concept,2016,Ren. Clio '16,Modern Hot Hatch,FRA,526,2.9,3.2,3.4,3,201,273,270,1205,2657,359,265,FWD,F,2,I,4,T,Factory,4,False,L,Door45
3129,Renault,Megane R26.R,2008,Ren. Megane '08,Modern Hot Hatch,FRA,512,2.6,3.2,3.4,2.8,169,230,227,1230,2712,309,228,FWD,F,2,I,4,T,Factory,2,False,L,Door23
453,Renault,Sport Clio V6,2003,Ren. Clio '03,Modern Hot Hatch,FRA,384,2.6,2.2,2.2,2.4,187,254,251,1400,3086,300,221,RWD,MR,2.9,V,6,NA,Factory,2,False,L,Door23
2149,Renault,Clio Williams,1993,Ren. Clio '93,Hot Hatch Icons,FRA,298,1.2,1.6,1.8,1.8,106,144,142,1013,2233,175,129,FWD,F,2,I,4,NA,Factory,2,False,R,Door23
634,Renault,5 Turbo,1980,Ren. 5 Turbo '80,Hot Hatch Icons,FRA,316,1,1.8,1.9,2.4,117,159,157,970,2138,221,163,RWD,MR,1.4,I,4,T,Factory,2,False,L,Door23
3403,Renault,#15 Equipe Renault Elf R.S. 01,1977,Renault #15 RS01,Formula 70s,FRA,828,5,6.8,6.5,7.7,373,507,500,770,1698,372,274,RWD,MR,1.5,V,6,T,Race,0,True,C,Open
3395,Renault,8 Gordini,1967,Ren. 8 G '67,Vintage Sport Compact,FRA,228,1,1.2,1,1.2,77,105,103,855,1885,117,86,RWD,R,1.3,I,4,NA,Factory,4,False,L,Door45
3625,Rimac,Nevera,2021,Rimac Nevera '21,Modern Hypercars,CRO,886,9.4,4.1,4,4.3,1408,1914,1888,2150,4740,2360,1741,AWD,MR,0,E,0,EV,Factory,2,False,L,Door23
3140,Rimac,Concept Two,2019,Rimac Concept 2,Modern Hypercars,CRO,908,8.9,4.2,4,10,1407,1913,1887,1950,4299,2298,1695,AWD,MR,0,E,0,EV,Factory,2,False,L,Door23
3276,Saleen,S1,2018,Saleen S1 '18,Modern Sport GT,USA,694,4.4,4.3,4.3,5.1,336,457,451,1218,2685,599,442,RWD,MR,2.5,I,4,T,Factory,2,False,L,Door23
3278,Saleen,S302 Black Label,2018,Saleen S302,Modern Sport Touring,USA,681,7.3,3,3,4.8,582,791,780,1717,3785,855,631,RWD,F,5,V,8,PDS,Factory,-1,False,L,Other
3498,Saleen,S7 LM,2017,Saleen S7 LM,Modern Exotic GT,USA,860,9.2,5.4,5.4,7.2,746,1014,1000,1338,2950,1153,850,RWD,MR,7,V,8,TT,Factory,2,False,L,Door23
432,Saleen,S7,2004,Saleen S7 '04,Exotic GT Classics,USA,753,7.8,4.3,4.5,5.9,429,583,575,1250,2756,773,570,RWD,MR,7,V,8,NA,Factory,2,False,L,Door23
3696,Shelby,GT 500,1967,Shelby GT500 '67,Vintage Muscle,USA,336,2.7,1.1,1.1,2.7,265,360,355,1721,3794,570,420,RWD,F,7,V,8,NA,Factory,2,False,L,Door23
306,Shelby,Cobra 427 S/C,1965,Shelby Cobra 427,Vintage Le Mans Sportscars,USA,543,3.7,1.7,2.2,4.4,317,431,425,1147,2529,678,500,RWD,F,7,V,8,NA,Factory,2,True,L,Door23
1155,Shelby,Cobra Daytona Coupe,1965,Shelby Daytona,Vintage Le Mans Sportscars,USA,619,5,3.1,3.7,3.5,291,396,390,1141,2515,463,341,RWD,F,4.7,V,8,NA,Race,2,False,L,Door23
3079,Shelby,Monaco King Cobra,1963,Shelby Monaco KC,Vintage Le Mans Prototypes,USA,793,5.4,5.4,5.7,6.6,298,405,400,590,1301,450,332,RWD,MR,4.7,V,8,NA,Race,2,True,R,Door23
2475,Spania GTA,GTA Spano,2016,GTA Spano,Modern Exotic GT,ESP,848,9.2,5.3,5.2,7.1,680,925,912,1450,3197,1220,900,RWD,MR,8,V,10,TT,Factory,2,False,L,Door23
1562,SRT,Viper GTS,2013,SRT Viper '13,Modern Sport GT,USA,710,6.7,3.7,3.9,5,477,649,640,1495,3296,813,600,RWD,F,8.4,V,10,NA,Factory,2,False,L,Door23
3735,Subaru,BRZ,2022,SUBARU BRZ '22,Modern Sport Compact,JPN,428,2.4,2.4,2.7,2.7,170,231,228,1286,2835,250,184,RWD,F,2.4,F,4,NA,Factory,2,False,L,Door23
3412,Subaru,STI S209,2019,SUBARU STI '19,Modern Sport Compact,JPN,547,3.4,3.1,3.1,3.3,254,345,341,1581,3486,447,330,AWD,F,2.5,F,4,T,Factory,4,False,L,Door45
3804,Subaru,STI S209 Forza Edition,2019,SUBARU STI FE,Modern Sport Compact,JPN,600,3.2,4.1,4.2,3.5,272,370,365,1645,3627,479,353,AWD,F,2.5,F,4,T,Upgraded,4,False,L,Door45
3272,Subaru,#1 Adrian Flux SUBARU Racing Levorg GT,2018,SUBARU #1 Levorg,Forza Touring Cars,JPN,673,3.1,5.4,5.5,3.7,261,355,350,1260,2778,400,295,RWD,F,2,F,4,T,Race,4,False,L,Door45
2168,Subaru,WRX STI,2015,SUBARU WRX '15,Modern Sport Compact,JPN,507,3.6,2.5,2.6,3.1,227,309,304,1536,3386,393,290,AWD,F,2.5,F,4,T,Factory,4,False,L,Door45
1655,Subaru,BRZ,2013,SUBARU BRZ '13,Modern Sport Compact,JPN,354,2,2.1,2.4,2.2,147,200,197,1254,2765,205,151,RWD,F,2,F,4,NA,Factory,2,False,L,Door23
1323,Subaru,WRX STI,2011,SUBARU WRX '11,Modern Sport Compact,JPN,473,3.7,2.2,2.3,2.8,227,309,304,1535,3384,394,291,AWD,F,2.5,F,4,T,Factory,4,False,L,Door45
1060,Subaru,IMPREZA WRX STI,2008,SUBARU WRX '08,Modern Sport Compact,JPN,476,3,2.3,2.3,3.1,227,309,304,1540,3395,454,335,AWD,F,2.5,F,4,T,Factory,4,False,L,Door45
365,Subaru,IMPREZA WRX STI,2005,SUBARU WRX '05,Modern Sport Compact,JPN,503,3.5,2.2,2.4,3.3,206,280,276,1460,3219,422,311,AWD,F,2,F,4,T,Factory,4,False,R,Door45
364,Subaru,IMPREZA WRX STI,2004,SUBARU WRX '04,Early Sport Compact,JPN,490,3.3,2.2,2.2,3.3,207,281,278,1460,3219,394,291,AWD,F,2,F,4,T,Factory,4,False,R,Door45
363,Subaru,Impreza 22B-STi Version,1998,SUBARU 22B '98,Early Sport Compact,JPN,511,2.6,2.7,2.8,3.2,206,280,276,1270,2800,360,266,AWD,F,2.2,F,4,T,Factory,2,False,R,Door23
1382,Subaru,LEGACY RS,1990,SUBARU LEGACY 90,Early Sport Compact,JPN,323,2.2,1.4,1.6,1.9,162,220,217,1355,2987,270,199,AWD,F,2,F,4,T,Factory,4,False,R,Door45
-1,Toyota,NASCAR Next Gen Camry XSE,2024,,Nascar,JPN,855,6,7,7,5.5,500,680,671,1508,3325,638,471,RWD,F,5.9,V,8,NA,Factory,-1,False,L,Other
3402,Toyota,GR Supra,2020,Toyota Supra '20,Modern Sport Coupe,JPN,578,4,3.1,3.2,4,250,340,335,1541,3397,495,365,RWD,F,3,I,6,T,Factory,2,False,L,Door23
3418,Toyota,86 TRD SE,2019,Toyota 86 '19,Modern Sport Compact,JPN,376,2,2.5,2.5,2.3,153,208,205,1287,2837,212,156,RWD,F,2,F,4,NA,Factory,2,False,L,Door23
2302,Toyota,#8 Toyota Racing TS040 HYBRID,2014,Toyota #8 TS040,Forza P1,JPN,981,6.4,9.9,10,10,585,795,784,925,2039,1000,738,AWD,MR,3.7,V,8,NA,Race,2,False,L,Door23
295,Toyota,Celica Sport Specialty II,2003,Toyota Celica 03,Early Sport Compact,JPN,329,2.3,1.5,1.8,2,140,190,188,1120,2469,180,133,FWD,F,1.8,I,4,NA,Factory,2,False,R,Door23
555,Toyota,#3 Toyota Motorsports GT-ONE TS020,1999,#3 Toyota GT-ONE,Early LMP,JPN,943,6.6,9.1,9.3,7.7,447,608,599,970,2138,650,479,RWD,MR,3.6,V,8,TT,Race,2,False,R,Door23
461,Toyota,Supra RZ,1998,Toyota Supra '98,Sport GT Icons,JPN,470,4.5,2.2,2.4,3.1,239,325,321,1510,3329,427,315,RWD,F,3,I,6,TT,Factory,2,False,R,Door23
398,Toyota,MR2 GT,1995,Toyota MR2 '95,Early Sport Compact,JPN,375,3.4,1.6,1.9,2.6,180,245,241,1260,2778,309,228,RWD,MR,2,I,4,T,Factory,2,False,R,Door23
1034,Toyota,Celica GT-Four ST205,1994,Toyota Celica 94,Early Sport Compact,JPN,368,3.1,1.8,1.9,2.2,190,258,255,1440,3175,304,224,AWD,F,2,I,4,T,Factory,2,False,R,Door23
2434,Toyota,#99 All American Racers Toyota Eagle Mk III,1992,Toyota #99 Eagle,GTP/C,JPN,981,5.6,10,10,8.3,560,761,751,920,2028,780,575,RWD,MR,2.1,I,4,T,Race,2,False,L,Door23
1517,Toyota,Celica GT-Four RC ST185,1992,Toyota Celica 92,Early Sport Compact,JPN,339,2.7,1.6,1.9,1.9,173,235,232,1460,3219,304,224,AWD,F,2,I,4,T,Factory,2,False,R,Door23
460,Toyota,Supra 2.0 GT,1992,Toyota Supra '92,Early Sport Compact,JPN,327,2.6,1.7,1.9,2.1,154,209,207,1510,3329,275,203,RWD,F,2,I,6,TT,Factory,2,False,R,Door23
1395,Toyota,MR2 SC,1989,Toyota MR2 '89,Early Sport Compact,JPN,296,1.9,1.5,1.7,1.9,108,147,145,1188,2619,190,140,RWD,MR,1.6,I,4,PDS,Factory,2,False,L,Door23
455,Toyota,Sprinter Trueno GT Apex,1985,Toyota AE86 '85,Hot Hatch Icons,JPN,270,1,1.3,1.5,1.5,95,129,127,950,2094,149,110,RWD,F,1.6,I,4,NA,Factory,2,False,R,Door23
1592,Toyota,Celica GT,1974,Toyota Celica 74,Vintage Sport Compact,JPN,227,1,1.1,1.2,1.1,72,98,97,1085,2392,144,106,RWD,F,2,I,4,NA,Factory,2,False,L,Door23
1537,Toyota,Corolla SR5,1974,Toyota Corolla74,Vintage Sport Compact,JPN,181,1,1.2,1,1,66,90,89,937,2066,123,91,RWD,F,1.6,I,4,NA,Factory,2,False,L,Door23
247,Toyota,2000GT,1969,Toyota 2000 '69,Sport Coupe Icons,JPN,265,1.2,1,1.2,1.5,112,152,150,1157,2551,176,130,RWD,F,2,I,6,NA,Factory,2,False,R,Door23
2993,TVR,Griffith,2018,TVR Grifith '18,Modern Sport GT,GBR,667,5.9,3.3,3.3,4.8,358,487,480,1250,2756,584,431,RWD,F,5,V,8,NA,Factory,2,False,R,Door23
2569,Ultima,Evolution Coupe 1020,2015,Ultima Evo '15,Track Toys,GBR,903,9.1,5.4,5.8,7.2,761,1035,1021,950,2094,1247,920,RWD,MR,6.8,V,8,PDS,Factory,2,False,L,Door23
3231,Vauxhall,#66 Power Maxed TAG Racing Astra,2017,#66 Astra,Forza Touring Cars,GBR,702,3.3,5.3,5.5,4.2,261,355,350,1260,2778,427,315,FWD,F,2,I,4,T,Race,4,False,L,Door45
2427,Vauxhall,Corsa VXR,2016,Vaux Corsa '16,Modern Hot Hatch,GBR,354,1.8,2.1,2,2.3,151,205,202,1293,2851,279,206,FWD,F,1.6,I,4,T,Factory,2,False,R,Door23
1490,Vauxhall,Astra VXR,2012,Vaux Astra '12,Modern Hot Hatch,GBR,447,3.1,2.6,2.4,2.7,206,280,276,1475,3252,397,293,FWD,F,2,I,4,T,Factory,2,False,R,Door23
278,Vauxhall,Astra VXR,2006,Vaux Astra '06,Modern Hot Hatch,GBR,386,2.6,2,2,2.5,176,239,236,1393,3071,320,236,FWD,F,2,I,4,T,Factory,2,False,R,Door23
291,Vauxhall,Lotus Carlton,1990,Vaux Carlton '90,Sport Touring Classics,GBR,499,4.8,2.1,2.3,3.3,283,385,380,1652,3642,568,419,RWD,F,3.6,I,6,TT,Factory,4,False,R,Door45
3533,Volkswagen,Golf R,2022,VW Golf R '22,Modern Hot Hatch,GER,489,4.2,2.6,2.5,2.7,235,320,315,1550,3417,380,280,AWD,F,2,I,4,T,Factory,4,False,L,Door45
3413,Volkswagen,Golf R,2021,VW Golf R '21,Modern Hot Hatch,GER,488,3.6,2.4,2.5,2.8,215,292,288,1497,3300,380,280,AWD,F,2,I,4,T,Factory,4,False,L,Door45
3161,Volkswagen,#22 Experion Racing Golf GTI,2018,VW #22 Golf GTI,Forza Touring Cars,GER,704,2.7,5.4,5.5,4.6,257,349,345,1245,2745,420,310,FWD,F,2,I,4,T,Race,4,False,L,Door45
2142,Volkswagen,Golf R,2014,VW Golf R '14,Modern Hot Hatch,GER,483,3.5,2.3,2.3,2.9,221,300,296,1401,3089,380,280,AWD,F,2,I,4,T,Factory,2,False,L,Door23
354,Volkswagen,Golf R32,2003,VW Golf R32 '03,Modern Hot Hatch,GER,395,3.1,2,2.1,2.4,177,241,237,1558,3435,320,236,AWD,F,3.2,VR,6,NA,Factory,2,False,L,Door23
1383,Volkswagen,GTI VR6 Mk3,1998,VW GTI Mk3 '98,Hot Hatch Icons,GER,302,1.9,1.5,1.7,2,128,174,172,1270,2800,235,173,FWD,F,2.8,VR,6,NA,Factory,2,False,L,Door23
309,Volkswagen,Corrado VR6,1995,VW Corrado '95,Hot Hatch Icons,GER,340,2.5,1.6,1.9,2,133,181,178,1240,2734,240,177,FWD,F,2.8,VR,6,NA,Factory,2,False,L,Door23
353,Volkswagen,Golf Gti 16v Mk2,1992,VW GTI Mk2 '92,Hot Hatch Icons,GER,286,1,1.4,1.6,1.7,104,141,139,1001,2207,163,120,FWD,F,1.8,I,4,NA,Factory,2,False,L,Door23
1612,Volkswagen,Scirocco 16v,1988,VW Scirocco '88,Hot Hatch Icons,GER,263,1,1.3,1.5,1.3,92,125,123,1073,2366,163,120,FWD,F,1.8,I,4,NA,Factory,2,False,L,Door23
2995,Volkswagen,Golf GTI,1983,VW GTI Mk1 '83,Hot Hatch Icons,GER,264,1,1.3,1.5,1.4,84,114,113,866,1909,148,109,FWD,F,1.8,I,4,NA,Factory,2,False,L,Door23
1380,Volkswagen,Scirocco S,1981,VW Scirocco '81,Hot Hatch Icons,GER,222,1,1,1.2,1,55,75,74,914,2015,121,89,FWD,F,1.7,I,4,NA,Factory,2,False,L,Door23
1387,Volvo,850 R,1997,Volvo 850 R '97,Sport Touring Classics,SWE,332,2.8,1.6,1.8,2.3,179,243,240,1465,3230,300,221,FWD,F,2.3,I,5,T,Factory,4,False,L,Door45
2844,VUHL,05RR,2017,Vuhl 05RR '17,Track Toys,MEX,785,3.9,5.2,5.2,7,298,405,400,695,1532,500,369,RWD,MR,2.3,I,4,T,Factory,0,True,L,Open
3547,Xpeng,P7,2020,Xpeng P7 '20,Modern Sport Touring,CHN,558,1,2.5,2.6,2.7,316,430,424,2060,4542,655,483,AWD,R,0,E,0,EV,Factory,4,False,L,Door45
3212,Zenvo,TSR-S,2019,Zenvo TSR-S,Modern Hypercars,DEN,868,8.9,5.4,5.2,7.6,878,1194,1177,1547,3411,1100,811,RWD,MR,5.8,V,8,PDS,Factory,2,False,L,Door23
